Restaurent name,Cuisine types,Rating,Price,Distance,Location,what_people_like_about_us,textual_features
Kerala Coast Thattukada,"Kerala, South Indian, Chinese, Biryani, Beverages",3.3,200.0,2.3,"Agra Cantt, Agra","Weekend Brunch, Good Music, Great for Dates","Kerala, South Indian, Chinese, Biryani, Beverages Weekend Brunch, Good Music, Great for Dates"
Zorko,"Pasta, Burger, Pizza, Sandwich, Fast Food, Street Food, Shake, Beverages",3.374251,150.0,4.0,"Tajganj, Agra","Breakfast, Clean Environment, Quantity","Pasta, Burger, Pizza, Sandwich, Fast Food, Street Food, Shake, Beverages Breakfast, Clean Environment, Quantity"
Selfie Restaurant,North Indian,3.7,150.0,5.6,"Lohamandi, Agra","Well-priced Options, Efficient Service, Innovative Dishes","North Indian Well-priced Options, Efficient Service, Innovative Dishes"
Moti Palace Restaurant And Bar,"North Indian, Chinese",3.8,500.0,1.4,"Rakabganj, Agra","Peaceful Ambience, Weekend Brunch, Well-priced Options","North Indian, Chinese Peaceful Ambience, Weekend Brunch, Well-priced Options"
Hashim Restaurant,North Indian,3.5,200.0,4.8,"Shahganj, Agra","Inviting Decor, Impeccable Presentation, Great for Dates","North Indian Inviting Decor, Impeccable Presentation, Great for Dates"
Moon Bar & Restaurant,"North Indian, Street Food, South Indian",3.9,700.0,6.7,"Sikandra, Agra","Ambience, Ambiance, Efficient Service","North Indian, Street Food, South Indian Ambience, Ambiance, Efficient Service"
Formula Rossa,"South Indian, Rolls",3.374251,150.0,2.2,"Agra Cantt, Agra","Seasonal Menu, Great Service, Breakfast","South Indian, Rolls Seasonal Menu, Great Service, Breakfast"
Chota Mama Chicken Mama Veg,"North Indian, Chinese, Rolls, Mughlai, Momos, Beverages",3.0,275.0,4.1,"Shahganj, Agra","Seasonal Menu, Ambience, Consistent Quality","North Indian, Chinese, Rolls, Mughlai, Momos, Beverages Seasonal Menu, Ambience, Consistent Quality"
Dharamraj Yadav Bhojnalya,North Indian,3.9,100.0,2.8,"Civil Lines, Agra","Seasonal Menu, Creative Cuisine, Great Service","North Indian Seasonal Menu, Creative Cuisine, Great Service"
Dalchini Homemade Meals,"North Indian, Seafood, Biryani, Street Food",3.9,250.0,6.3,"Dayal Bagh, Agra","Cafe, Clean Environment, Young Crowd","North Indian, Seafood, Biryani, Street Food Cafe, Clean Environment, Young Crowd"
Punjabi Hut,"North Indian, Biryani, Mughlai",3.7,250.0,3.3,"Shahganj, Agra","Authentic Flavors, Variety of Beer, Well-priced Options","North Indian, Biryani, Mughlai Authentic Flavors, Variety of Beer, Well-priced Options"
Raj Restaurant,North Indian,3.9,125.0,2.8,"Arjun Nagar, Agra","Impeccable Presentation, Variety of Beer, Customizable Dishes","North Indian Impeccable Presentation, Variety of Beer, Customizable Dishes"
Cheesy Bees,"Fast Food, Chinese, Italian, Pizza, Burger, Sandwich, Beverages",3.0,150.0,4.6,"Khandari, Agra","Satisfying Portions, Hospitality, Creative Cuisine","Fast Food, Chinese, Italian, Pizza, Burger, Sandwich, Beverages Satisfying Portions, Hospitality, Creative Cuisine"
Diamond Restaurant And Bar,"North Indian, Mughlai, Rolls, Finger Food",3.9,400.0,2.7,"Civil Lines, Agra","Courteous Staff, Brewed Beer, Delicious Food","North Indian, Mughlai, Rolls, Finger Food Courteous Staff, Brewed Beer, Delicious Food"
Cafe Choco Craze,"Cafe, Shake, Beverages, Pizza, Momos, Fast Food, Waffle, Desserts",3.9,325.0,5.9,"Shahganj, Agra","Satisfying Portions, Seasonal Menu, Trendy Setting","Cafe, Shake, Beverages, Pizza, Momos, Fast Food, Waffle, Desserts Satisfying Portions, Seasonal Menu, Trendy Setting"
Mor Mukut Mithai Wale,Mithai,3.6,125.0,1.4,"Mantola, Agra","Attentive Service, Perfect Place, Main Course","Mithai Attentive Service, Perfect Place, Main Course"
Jeetu Dhaba,"North Indian, Mughlai",3.6,250.0,3.2,"Kamla Nagar, Agra","Great Service, Diverse Menu, Live Sports Screening","North Indian, Mughlai Great Service, Diverse Menu, Live Sports Screening"
Haji Salim Sweet House,"Mithai, Desserts",3.9,200.0,1.7,"Mantola, Agra","Peaceful Ambience, Trendy Setting, Cozy Ambiance","Mithai, Desserts Peaceful Ambience, Trendy Setting, Cozy Ambiance"
Hotel Anjuman,"North Indian, Chinese, Street Food, Fast Food, Seafood, Biryani, Mughlai, Beverages",3.8,300.0,3.2,"Kamla Nagar, Agra","Memorable Experience, Comfortable Seating, Cozy Ambiance","North Indian, Chinese, Street Food, Fast Food, Seafood, Biryani, Mughlai, Beverages Memorable Experience, Comfortable Seating, Cozy Ambiance"
D Delite Vegetarian Restaurant,"North Indian, Chinese, South Indian, Fast Food",3.9,300.0,2.8,"Civil Lines, Agra","Weekend Brunch, Warm Atmosphere, Ambience","North Indian, Chinese, South Indian, Fast Food Weekend Brunch, Warm Atmosphere, Ambience"
Beeryanee,"North Indian, Mughlai",4.2,250.0,3.6,"Khandari, Agra","Attentive Service, Quantity, Staff","North Indian, Mughlai Attentive Service, Quantity, Staff"
Khanaa Khazanaa,"North Indian, Continental, Fast Food",4.0,200.0,5.8,"Dayal Bagh, Agra","Courteous Staff, Variety of Beer, Local Sourcing","North Indian, Continental, Fast Food Courteous Staff, Variety of Beer, Local Sourcing"
New Laziz Chicken Briyani,Biryani,3.2,150.0,3.9,"Shahganj, Agra","Young Crowd, Great for Dates, Diverse Menu","Biryani Young Crowd, Great for Dates, Diverse Menu"
Kings,"Burger, Sandwich, Rolls",3.9,100.0,3.9,"Kamla Nagar, Agra","Trendy Setting, Staff, Innovative Dishes","Burger, Sandwich, Rolls Trendy Setting, Staff, Innovative Dishes"
Drunken Monkey,"Beverages, Juices, Shake, Coffee, Healthy Food, Drinks Only",3.6,225.0,2.5,"Tajganj, Agra","Courteous Staff, Staff, Brewed Beer","Beverages, Juices, Shake, Coffee, Healthy Food, Drinks Only Courteous Staff, Staff, Brewed Beer"
Baba Bakers,"Bakery, Pizza, Burger, Sandwich, Street Food",3.5,150.0,8.9,"Sikandra, Agra","Exquisite Taste, Good Bartenders, Impeccable Presentation","Bakery, Pizza, Burger, Sandwich, Street Food Exquisite Taste, Good Bartenders, Impeccable Presentation"
Distil - The Lounge Bar,"Chinese, North Indian, Beverages",3.9,800.0,2.6,"Civil Lines, Agra","Great for Dates, Good Bartenders, Main Course","Chinese, North Indian, Beverages Great for Dates, Good Bartenders, Main Course"
New Gopal Dhaba,"North Indian, Chinese",3.7,150.0,9.7,"Gopal Pura, Agra","Brewed Beer, Friendly Staff, Diverse Menu","North Indian, Chinese Brewed Beer, Friendly Staff, Diverse Menu"
Tandoori Flames,"Rolls, North Indian, Momos, Pasta, Sandwich, Fast Food, Chinese",3.9,200.0,4.7,"Tajganj, Agra","Courteous Staff, Great for Dates, Brewed Beer","Rolls, North Indian, Momos, Pasta, Sandwich, Fast Food, Chinese Courteous Staff, Great for Dates, Brewed Beer"
AJ's Cafe & Bakery,"Bakery, Desserts, Fast Food, Pizza, Beverages",3.2,250.0,2.4,"Agra Cantt, Agra","Main Course, Good Bartenders, Live Sports Screening","Bakery, Desserts, Fast Food, Pizza, Beverages Main Course, Good Bartenders, Live Sports Screening"
Laxman Fast Food,Fast Food,3.5,100.0,2.8,"Civil Lines, Agra","Quantity, Weekend Brunch, Impeccable Presentation","Fast Food Quantity, Weekend Brunch, Impeccable Presentation"
20-20 Fast Food,"South Indian, Fast Food, Momos",3.9,75.0,5.1,"Dayal Bagh, Agra","Vintage Decor, Good Bartenders, Inviting Decor","South Indian, Fast Food, Momos Vintage Decor, Good Bartenders, Inviting Decor"
Shri Kanha Foods,North Indian,3.5,150.0,3.5,"Agra Cantt, Agra","Cozy Ambiance, Ambiance, Attentive Service","North Indian Cozy Ambiance, Ambiance, Attentive Service"
Jux Pux,"Fast Food, Shake, Waffle, Beverages",3.1,150.0,2.7,"Civil Lines, Agra","Customizable Dishes, Quantity, Hospitality","Fast Food, Shake, Waffle, Beverages Customizable Dishes, Quantity, Hospitality"
Xhale,"Chinese, Italian, Fast Food, Rolls, Beverages",3.9,250.0,2.2,"Agra Cantt, Agra","Authentic Flavors, Good Music, Innovative Dishes","Chinese, Italian, Fast Food, Rolls, Beverages Authentic Flavors, Good Music, Innovative Dishes"
B&B Restro,"North Indian, South Indian, Fast Food, Chinese, Beverages, Street Food, Pizza, Pasta",3.8,250.0,4.4,"Tajganj, Agra","Efficient Service, Customizable Dishes, Great Service","North Indian, South Indian, Fast Food, Chinese, Beverages, Street Food, Pizza, Pasta Efficient Service, Customizable Dishes, Great Service"
Mercury Cafe,"Cafe, Sandwich, Fast Food, Burger, Pizza, Desserts, Beverages",3.6,400.0,4.4,"Tajganj, Agra","Breakfast, Young Crowd, Impeccable Presentation","Cafe, Sandwich, Fast Food, Burger, Pizza, Desserts, Beverages Breakfast, Young Crowd, Impeccable Presentation"
Mothers Milkshakes,"Beverages, Fast Food, Desserts",3.9,150.0,4.4,"Civil Lines, Agra","Hospitality, Clean Environment, Good Bartenders","Beverages, Fast Food, Desserts Hospitality, Clean Environment, Good Bartenders"
The Greens Restaurant & Herbal Cafe,"North Indian, South Indian, Chinese, Continental",3.6,400.0,1.5,"Rakabganj, Agra","Hospitality, Perfect Place, Trendy Setting","North Indian, South Indian, Chinese, Continental Hospitality, Perfect Place, Trendy Setting"
Street 36,"North Indian, Beverages",3.6,75.0,2.7,"Khandari, Agra","Impeccable Presentation, Well-priced Options, Young Crowd","North Indian, Beverages Impeccable Presentation, Well-priced Options, Young Crowd"
Brij Thali,North Indian,3.6,100.0,1.6,"Civil Lines, Agra","Brewed Beer, Impeccable Presentation, Good Music","North Indian Brewed Beer, Impeccable Presentation, Good Music"
Agra Fast Food And Restaurant,"North Indian, South Indian",2.6,200.0,3.3,"Tajganj, Agra","Flavorful Creations, Weekend Brunch, Consistent Quality","North Indian, South Indian Flavorful Creations, Weekend Brunch, Consistent Quality"
Jawahar Hotel,North Indian,3.6,200.0,4.2,"Dayal Bagh, Agra","Hospitable Staff, Weekend Brunch, Staff","North Indian Hospitable Staff, Weekend Brunch, Staff"
Shri Mangalam Dhabha,North Indian,3.6,250.0,6.6,"Sikandra, Agra","Friendly Staff, Breakfast, Good Music","North Indian Friendly Staff, Breakfast, Good Music"
Hunger On Wheel Cafe,"Fast Food, Chinese, Desserts",3.8,150.0,4.1,"Civil Lines, Agra","Cozy Ambiance, Vintage Decor, Satisfying Portions","Fast Food, Chinese, Desserts Cozy Ambiance, Vintage Decor, Satisfying Portions"
Yo Yo Foods,"North Indian, Chinese, Pizza, Sandwich, Fast Food, Street Food, South Indian, Shake",3.7,200.0,6.4,"Shahganj, Agra","Memorable Experience, Ambience, Inviting Decor","North Indian, Chinese, Pizza, Sandwich, Fast Food, Street Food, South Indian, Shake Memorable Experience, Ambience, Inviting Decor"
Mr Dosa,"South Indian, Chinese, Pizza, Sandwich, Fast Food, Street Food, Shake, Beverages",3.9,250.0,2.4,"Agra Cantt, Agra","Fresh Ingredients, Ambiance, Delicious Food","South Indian, Chinese, Pizza, Sandwich, Fast Food, Street Food, Shake, Beverages Fresh Ingredients, Ambiance, Delicious Food"
Kathi Express,"Rolls, Shawarma, Kebab, Shake",3.8,100.0,1.4,"Mantola, Agra","Great Service, Local Sourcing, Customizable Dishes","Rolls, Shawarma, Kebab, Shake Great Service, Local Sourcing, Customizable Dishes"
Vada Pav King,"Maharashtrian, Street Food, Burger, Sandwich, Rolls, Fast Food, Beverages",3.5,175.0,4.3,"Tajganj, Agra","Weekend Brunch, Local Sourcing, Brewed Beer","Maharashtrian, Street Food, Burger, Sandwich, Rolls, Fast Food, Beverages Weekend Brunch, Local Sourcing, Brewed Beer"
Paatra - Jaypee Palace Hotel,"North Indian, Mughlai",4.3,1500.0,4.4,"Jaypee Palace Hotel, Tajganj, Agra","Inviting Decor, Local Sourcing, Ambiance","North Indian, Mughlai Inviting Decor, Local Sourcing, Ambiance"
Chai Janeman,"Shake, Beverages, Sandwich, Burger, Street Food, Fast Food",3.0,125.0,7.8,"Sikandra, Agra","Cafe, Innovative Dishes, Good Music","Shake, Beverages, Sandwich, Burger, Street Food, Fast Food Cafe, Innovative Dishes, Good Music"
Meals Cafe,"Fast Food, Pizza, Wraps, Sandwich",4.3,250.0,3.5,"Civil Lines, Agra","Consistent Quality, Innovative Dishes, Peaceful Ambience","Fast Food, Pizza, Wraps, Sandwich Consistent Quality, Innovative Dishes, Peaceful Ambience"
Barbeque Pizza Junction,"BBQ, Pizza, Burger, Wraps, Sandwich, Momos, Shake, Beverages",3.6,150.0,2.2,"Civil Lines, Agra","Cozy Ambiance, Fresh Ingredients, Peaceful Ambience","BBQ, Pizza, Burger, Wraps, Sandwich, Momos, Shake, Beverages Cozy Ambiance, Fresh Ingredients, Peaceful Ambience"
Momos Adda,"Street Food, Fast Food, Burger, Momos, Pizza",3.4,100.0,6.3,"Sikandra, Agra","Variety of Beer, Good Bartenders, Memorable Experience","Street Food, Fast Food, Burger, Momos, Pizza Variety of Beer, Good Bartenders, Memorable Experience"
Spice Kitchen,"North Indian, Chinese",3.8,400.0,8.4,"Sikandra, Agra","Weekend Brunch, Impeccable Presentation, Seasonal Menu","North Indian, Chinese Weekend Brunch, Impeccable Presentation, Seasonal Menu"
The Chamber - Kitchen & Taproom,"North Indian, Chinese, Italian, Fast Food, Beverages, Desserts",4.0,600.0,4.4,"Tajganj, Agra","Delicious Food, Young Crowd, Courteous Staff","North Indian, Chinese, Italian, Fast Food, Beverages, Desserts Delicious Food, Young Crowd, Courteous Staff"
European Bakery,"Bakery, Desserts",3.7,150.0,2.9,"Civil Lines, Agra","Live Sports Screening, Weekend Brunch, Good Bartenders","Bakery, Desserts Live Sports Screening, Weekend Brunch, Good Bartenders"
Brijwasi Petha,Mithai,3.5,100.0,1.6,"Rakabganj, Agra","Weekend Brunch, Trendy Setting, Courteous Staff","Mithai Weekend Brunch, Trendy Setting, Courteous Staff"
Prince Of Spice,"North Indian, Mughlai, Chinese",3.3,375.0,4.3,"Tajganj, Agra","Memorable Experience, Great for Dates, Warm Atmosphere","North Indian, Mughlai, Chinese Memorable Experience, Great for Dates, Warm Atmosphere"
Desi Masala,"Chinese, Fast Food",3.9,175.0,1.2,"Rakabganj, Agra","Ambience, Cafe, Variety of Beer","Chinese, Fast Food Ambience, Cafe, Variety of Beer"
Agra Burger Club,"Burger, Fast Food, Sandwich, Pasta, Chinese, Beverages",3.3,200.0,5.0,"Shahganj, Agra","Cafe, Breakfast, Sustainable Practices","Burger, Fast Food, Sandwich, Pasta, Chinese, Beverages Cafe, Breakfast, Sustainable Practices"
Shri Mohan Hotel,North Indian,3.1,150.0,0.355,"Rakabganj, Agra","Quantity, Live Sports Screening, Innovative Dishes","North Indian Quantity, Live Sports Screening, Innovative Dishes"
Big Crust,"Pizza, Pasta, Shake, Desserts, Fast Food",3.0,250.0,3.7,"Khandari, Agra","Impeccable Presentation, Great for Dates, Quantity","Pizza, Pasta, Shake, Desserts, Fast Food Impeccable Presentation, Great for Dates, Quantity"
Heart Of Taj Cafe,"North Indian, Mughlai, Chinese, Fast Food, Biryani, Street Food",2.9,200.0,3.8,"Tajganj, Agra","Flavorful Creations, Clean Environment, Live Sports Screening","North Indian, Mughlai, Chinese, Fast Food, Biryani, Street Food Flavorful Creations, Clean Environment, Live Sports Screening"
Amrut Restaurant,Chinese,3.1,150.0,4.1,"Dayal Bagh, Agra","Trendy Setting, Brewed Beer, Weekend Brunch","Chinese Trendy Setting, Brewed Beer, Weekend Brunch"
Hotel Taj Plaza,"North Indian, Fast Food, Beverages, Chinese",3.6,250.0,4.6,"Tajganj, Agra","Well-priced Options, Seasonal Menu, Peaceful Ambience","North Indian, Fast Food, Beverages, Chinese Well-priced Options, Seasonal Menu, Peaceful Ambience"
Pizza House Family Restaurant,"Pizza, Burger, Sandwich, Fast Food, Chinese, Shake, Beverages",3.4,175.0,5.8,"Shahganj, Agra","Sustainable Practices, Authentic Flavors, Clean Environment","Pizza, Burger, Sandwich, Fast Food, Chinese, Shake, Beverages Sustainable Practices, Authentic Flavors, Clean Environment"
Karan Restaurant,"Chinese, North Indian, Fast Food, Continental, Beverages, Desserts",3.9,600.0,2.5,"Hotel Ganga Ratan, Tajganj, Agra","Inviting Decor, Ambiance, Young Crowd","Chinese, North Indian, Fast Food, Continental, Beverages, Desserts Inviting Decor, Ambiance, Young Crowd"
Shivam Restaurant,"North Indian, Fast Food",3.8,250.0,3.2,"Tajganj, Agra","Hospitality, Consistent Quality, Customizable Dishes","North Indian, Fast Food Hospitality, Consistent Quality, Customizable Dishes"
Tandoori Night,"North Indian, Fast Food, Chinese, South Indian, Rolls",3.8,300.0,6.4,"Sikandra, Agra","Inviting Decor, Ambiance, Flavorful Creations","North Indian, Fast Food, Chinese, South Indian, Rolls Inviting Decor, Ambiance, Flavorful Creations"
Freaky Burger,"Burger, Fast Food, Beverages, Pizza, Sandwich",3.4,225.0,5.8,"Tajganj, Agra","Staff, Good Music, Weekend Brunch","Burger, Fast Food, Beverages, Pizza, Sandwich Staff, Good Music, Weekend Brunch"
Best Cake Bakers,"Bakery, Fast Food, Desserts, Shake",3.5,200.0,5.0,"Tajganj, Agra","Great for Dates, Extensive Mocktail Menu, Seasonal Menu","Bakery, Fast Food, Desserts, Shake Great for Dates, Extensive Mocktail Menu, Seasonal Menu"
Wok To Fork,"Fast Food, Beverages",3.8,100.0,2.4,"Civil Lines, Agra","Fresh Ingredients, Exquisite Taste, Clean Environment","Fast Food, Beverages Fresh Ingredients, Exquisite Taste, Clean Environment"
Arabian Bites,"Burger, Fast Food",3.5,125.0,4.8,"Tajganj, Agra","Diverse Menu, Well-priced Options, Extensive Mocktail Menu","Burger, Fast Food Diverse Menu, Well-priced Options, Extensive Mocktail Menu"
YED Foods,"North Indian, Fast Food",3.9,100.0,3.2,"Civil Lines, Agra","Hospitality, Friendly Staff, Young Crowd","North Indian, Fast Food Hospitality, Friendly Staff, Young Crowd"
Banarasi Kitchen,"Street Food, Chinese, North Indian",3.9,250.0,8.3,"Sikandra, Agra","Peaceful Ambience, Courteous Staff, Perfect Place","Street Food, Chinese, North Indian Peaceful Ambience, Courteous Staff, Perfect Place"
Chanchal Hotel,North Indian,2.9,150.0,3.5,"Agra Cantt, Agra","Great for Dates, Flavorful Creations, Friendly Staff","North Indian Great for Dates, Flavorful Creations, Friendly Staff"
The Momo Heaven,"Fast Food, Momos, Beverages",3.5,125.0,1.2,"Civil Lines, Agra","Breakfast, Innovative Dishes, Cozy Ambiance","Fast Food, Momos, Beverages Breakfast, Innovative Dishes, Cozy Ambiance"
The Global Savour,"North Indian, Chinese, Fast Food, Street Food",4.0,400.0,3.8,"Tajganj, Agra","Warm Atmosphere, Consistent Quality, Great for Dates","North Indian, Chinese, Fast Food, Street Food Warm Atmosphere, Consistent Quality, Great for Dates"
Kitchen On Fire,"North Indian, Mughlai, Fast Food",3.3,250.0,2.5,"Civil Lines, Agra","Authentic Flavors, Brewed Beer, Friendly Staff","North Indian, Mughlai, Fast Food Authentic Flavors, Brewed Beer, Friendly Staff"
Shri Anand  Sakahari Bhojan,North Indian,3.1,175.0,2.7,"Civil Lines, Agra","Friendly Staff, Live Sports Screening, Trendy Setting","North Indian Friendly Staff, Live Sports Screening, Trendy Setting"
Tarachand Dhaba,North Indian,3.8,125.0,1.1,"Civil Lines, Agra","Courteous Staff, Cafe, Satisfying Portions","North Indian Courteous Staff, Cafe, Satisfying Portions"
